index,created_at,tweet_id,credible,author_id,text,urls,name,username,verified,location,followers_count,following_count,tweet_count,like_count,quote_count,reply_count,retweet_count,retweet_author_id,retweet_id,retweeted_screen_name,user_mentions_id,user_mentions_screen_name,in_reply_to_user_id,in_reply_to_tweet_id,in_reply_to_username,reference_type,reference_id
386664,2021-03-01 11:20:25-05:00,1366423084908113924,1,3331681719,"Patient Information: The Johnson &amp; Johnson Vaccine for COVID-19--the latest addition to the growing list of vaccines that have received emergency use authorization, https://t.co/mR2U5sOY1u via @JAMA_current part of 
@JAMANetwork","ja.ma,",Preeti Malani,PreetiNMalani,True,"Ann Arbor, MI",6113,818,10481,39,3,0,22,#,#,#,38489678,JAMA_current,#,#,#,#,#
396962,2021-03-01 17:39:36+01:00,1366427914556887042,1,45586617,"@DrTedros @WHO “This is the largest vaccination campaign, the world has ever seen” says @doctorsoumya. “We should not minimize the preparations that countries need to make, the fact that adult vaccine programs do not exist in most countries…""",#,Kai Kupferschmidt,kakape,True,"Berlin, Germany",157372,2013,24104,39,1,1,6,#,#,#,189868631,DrTedros,45586617,1366425845552848896,kakape,replied_to,1366425845552848896
396966,#,1366427913730609153,1,3298257620,"Being a carer, I received a letter to make an appointment for my #COVID19Vaccine today. Grateful for the fast rollout of the vaccine in the U.K. 💉💪🦠🇬🇧",#,Abi 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Scotontherock5,False,"Oxford, UK, and afar",4511,2435,39416,39,0,4,2,#,#,#,#,#,#,#,#,#,#
401916,2021-03-01 08:48:45-08:00,1366430215547813889,1,30563975,"Dad’s last words to me before leaving to get his vaccine, “if I die from this vaccine it’s your fault”

😐",#,hk,hassankhan,False,"California, USA",5712,1143,95723,39,0,3,0,#,#,#,#,#,#,#,#,#,#
402563,2021-03-01 11:50:04-05:00,1366430549179588613,1,91478624,"As Johnson &amp; Johnson’s one-shot Covid-19 vaccine joins the fight, hesitancy could subside https://t.co/QUq9CpLKYJ https://t.co/5BWYtlgmZU","trib.al,twitter.com,",Forbes,Forbes,True,"New York, NY",18634697,5039,444019,39,1,4,8,#,#,#,#,#,#,#,#,#,#
406042,2021-03-01 16:56:45+00:00,1366432230281785347,1,480578186,"I don't know if anyone could provide further information, @jasonleitch perhaps, as to why football was safe with 154.5 cases per 100k (7.5% positivity), no vaccine and no testing. But isn't now with a rate of 84.3 per 100k (4.1%), vaccines and clubs offering to test?",#,FraserClarke,Fraser_Clarke,True,"Dunblane, Scotland",1404,2614,33141,39,2,3,9,#,#,#,19740854,jasonleitch,480578186,1366430567873576960,Fraser_Clarke,replied_to,1366430567873576960
413454,2021-03-01 17:10:57+00:00,1366435804294316037,1,104159337,"If @narendramodi really took the vaccine 💉, he would have made a video. No one believes he took Covaxin.. @aiims_nd please provide proof. #PMModi is #LiarPants 🤥 https://t.co/c92fy7DIh5","twitter.com,","🧬Dr. Namrata Datta (Singa Pen), PhD🧫🇬🇧🦘🇮🇳",DrDatta01,False,"Cambridge, England",15778,1384,89300,39,2,10,13,#,#,#,18839785,narendramodi,#,#,#,#,#
413892,2021-03-01 12:11:50-05:00,1366436028354076676,1,5746452,"@JoannaStern Your columns and videos are always great, @JoannaStern, but this one is a tremendous public service. The system for distributing the vaccine, by governments, pharmacies and hospitals, is outrageously bad. The web sites are horrendous. Thank you so much for your tips.",#,Walt Mossberg,waltmossberg,True,"Washington, DC",840151,1528,29626,39,0,2,8,#,#,#,7745472,JoannaStern,7745472,1366402722950430725,JoannaStern,replied_to,1366402722950430725
414167,2021-03-01 22:42:23+05:30,1366436163397976066,1,240649814,"#ModiSilencesVaccineDoubters | @PriyankKharge and his brother @kharge contradict each other over COVID-19 vaccination and PM @NarendraModi taking the jab. 

Padmaja Joshi on @thenewshour AGENDA. https://t.co/ygc51I97x3","twitter.com,",TIMES NOW,TimesNow,True,India,10316746,381,881761,39,2,3,11,#,#,#,39462584,PriyankKharge,#,#,#,#,#
416270,2021-03-01 09:16:32-08:00,1366437210589966337,1,1652541,"Today's top coronavirus headlines:
🇺🇸 J&amp;J CEO expects to vaccinate Americans in 1-2 days
🇷🇺 Amid scramble for vaccine, Latin America turns to Russia
🇬🇧 Britain hunts mystery spreader of Brazil variant
https://t.co/AIkIfb2qKQ https://t.co/fCQAwGDQVX","twitter.com,twitter.com,",Reuters,Reuters,True,Around the world,25696729,1230,956560,39,0,3,17,#,#,#,#,#,#,#,#,#,#
418858,2021-03-01 20:21:31+03:00,1366438463478841344,1,70394965,"COVID-19 vaccine set to arrive on Tuesday as Kenya gears up for the jab. Tonight on #MondayReport we get tales from abroad on what it feels like to get the jab, the myths and truths. Send in your video questions to our WhatsApp number 0742-961341.
W/ @TrevorOmbija https://t.co/sttWcn9fjm","twitter.com,",Citizen TV Kenya,citizentvkenya,True,"Nairobi, Kenya",4970201,179,692080,39,0,7,3,#,#,#,574324019,TrevorOmbija,#,#,#,#,#
421205,2021-03-01 17:26:04+00:00,1366439606783270916,1,3384152139,"For those of us who prefer to take the vaccine in its tablet form, can we put it inside banku?",#,Brooks🖤🇬🇭™,TheManBrooks,False,"Accra, Ghana",10126,9484,12274,39,0,6,3,#,#,#,#,#,#,#,#,#,#
426793,2021-03-01 12:36:18-05:00,1366442181607755781,1,885891622919184384,Confirmed: Hamilton started 85+ today. https://t.co/9vRwnOWiWc,"twitter.com,",Bill Comeau 🇨🇦🇺🇦,Billius27,False,Ontario Canada,55984,6023,72764,39,1,2,3,#,#,#,#,#,#,#,#,quoted,1366438724804952069
430824,2021-03-01 11:43:16-06:00,1366443936227721225,1,14937626,"Saturday was a good day. Covid has kept me from spending time with my 82 year old father this past year, but he’s now had his second vaccine shot. We spent the day talking, hearing him tell stories, and listening to his wisdom. I have a great dad and I’ve missed that. https://t.co/rrZ5zyJJCZ","twitter.com,",Trey Morgan,TreyMorgan,False,"Childress, Texas",4278,1174,18164,39,0,3,0,#,#,#,#,#,#,#,#,#,#
432659,2021-03-01 11:46:42-06:00,1366444798798929928,1,25903710,"#BREAKING - DSHS says the three FEMA vaccination sites in Texas are scheduled to receive 24,000 doses of the Johnson &amp; Johnson vaccine tomorrow, shipping to the providers operating them in Houston, Dallas and Arlington. 

#KHOU11",#,Stephanie Whitfield,KHOUStephanie,True,"Houston, TX",4195,154,7238,39,2,1,12,#,#,#,#,#,#,#,#,#,#
437872,2021-03-01 23:26:21+05:30,1366447228085170178,1,2188299780,I also had the same question few days back. Why two nurses? #COVID19 #COVID19Vaccine #Mumbai https://t.co/AS28iGCKuP https://t.co/h6qzelKtSO,"twitter.com,twitter.com,",Dr. Rahul Baxi,baxirahul,False,"Mumbai, India 🇮🇳",18562,988,19275,39,1,9,5,#,#,#,#,#,#,#,#,quoted,1366260193915379715
450605,2021-03-01 18:19:58+00:00,1366453173368598529,1,20284321,"Looking after socials for someone who is globally recognised with multi million followers ....who just posted about getting the vaccine REALLY opens your eyes to the amount of anti vaxxers and covid deniers. 

Bloody hell. 🤯 https://t.co/oUvNNe9mup","twitter.com,",Sammy Andrews,sammyandrews,True,London,9276,3484,15636,39,0,3,1,#,#,#,#,#,#,#,#,#,#
457317,2021-03-01 19:33:23+01:00,1366456547191246849,1,474910079,"Single AstraZeneca or Pfizer dose 80% effective at preventing hospitalisations in over 80s #Covid19 #eudk 
https://t.co/1miOzlLEdq https://t.co/vncl73go45","news.sky.com,twitter.com,",Ole Ryborg,OleRyborg,True,Bruxelles,36897,3719,37470,39,0,3,6,#,#,#,#,#,#,#,#,#,#
460134,2021-03-01 18:39:04+00:00,1366457977985789953,1,714377713,"#PrimeTimeNEWS
Ignore Naysayers , The Vaccine Is Safe - Veep Bawumia

#UTVGhana #UTVNews #DespiteGroup https://t.co/hFpZ0salHU","twitter.com,",UTV Ghana,utvghana,True,"Accra, Ghana",1022063,209,45570,39,0,4,4,#,#,#,#,#,#,#,#,#,#
462481,2021-03-01 13:43:46-05:00,1366459163417665538,1,133318766,The trick is to get any appointment you can possibly get and then accept whatever is in the syringe. https://t.co/V4amnXk3iU,"twitter.com,",Mike Tanier,MikeTanier,True,New Jersey,31334,3525,104882,39,0,0,1,#,#,#,#,#,#,#,#,quoted,1366455011991900163
468277,#,1366462156368134148,1,1279115341659021313,1 in 5 NJ residents have gotten their first shot of the vaccine. We're definitely gonna be able to have locals this summer.,#,Jut,GreatGonzales,False,strongbadia,1334,168,12916,39,0,10,4,#,#,#,#,#,#,#,#,#,#
486949,2021-03-01 13:30:01-06:00,1366470801730523138,1,25928253,"More than 50 countries have now authorized the two-dose AstraZeneca vaccine, which is cheaper to manufacture and easier to store at typical refrigerated temperatures. https://t.co/18US3JxLVa https://t.co/LT9lJHDqvH","wb.md,twitter.com,",WebMD,WebMD,True,USA,3121189,413,76308,39,1,0,17,#,#,#,#,#,#,#,#,#,#
488338,2021-03-01 14:32:28-05:00,1366471416577720320,1,109614008,"I've confirmed @maggieNYT scoop that Trump and Melania got COVID vaccine in January at WH. At press briefing today, @PressSec Jen Psaki said: ""We certainly welcome the encouragement from anyone to take a vaccine"" in answer to question from @robcrilly on GOP reluctance to take it https://t.co/7bi74kX4Tx","twitter.com,",Emily Goodin,Emilylgoodin,True,Washington DC,6559,2504,9501,39,4,14,12,#,#,#,93069110,maggieNYT,#,#,#,quoted,1366461056164507648
494178,2021-03-01 14:43:17-05:00,1366474139285000195,1,109287731,"With this 3rd vaccine we are one step closer to getting to the other side of this crisis. As vaccine distribution continues, please monitor your eligibility to sign up ASAP &amp; cont. social distance practices &amp; mask-wearing. Together, we will get to the other side of this crisis. https://t.co/Lt3iETDbWG","twitter.com,",Sen. Jeanne Shaheen,SenatorShaheen,True,"Washington, DC",129547,2839,15336,39,0,2,7,#,#,#,#,#,#,#,#,quoted,1366431919211184130
499853,2021-03-02 01:54:57+06:00,1366477076149071872,1,77696645,BNP Secretary General Mirza Fakhrul Islam Alamgir has received the first dose of #CoronavirusVaccine at Kuwait Maitree Hospital in #Dhaka https://t.co/ApkMOJadAi,"www.thedailystar.net,",The Daily Star,dailystarnews,True,Bangladesh,1463692,63,220863,39,0,1,3,#,#,#,#,#,#,#,#,#,#
526482,2021-03-01 12:47:50-08:00,1366490385095266309,1,1002237371729915904,Received my second dose of the covid vaccination like a champ. #MiyagiDo https://t.co/TCyiQSeQUw,"twitter.com,",Cobra Kai Kompanion Podcast,CobraKaiPod,False,"Portland, OR",14576,1308,21128,39,2,3,0,#,#,#,#,#,#,#,#,#,#
537472,2021-03-01 13:11:20-08:00,1366496298841501698,1,21927175,"Canada taking 1 million doses from poorer countries...

#cndpoli #COVID19Vaccine https://t.co/6GS8Y9a7n4","twitter.com,",themsteri,teririch,False,Vancouver,4487,3271,146548,39,4,6,20,#,#,#,#,#,#,#,#,#,#
544288,2021-03-01 13:25:02-08:00,1366499746538397697,1,980611,"How ""pro-life"" of them to deny parishioners the vaccine. https://t.co/JGjBH8DdlD","twitter.com,",Karoli 🇺🇦,Karoli,True,"Camarillo, CA",57881,4798,474658,39,0,4,9,#,#,#,#,#,#,#,#,quoted,1366466134984314882
545167,2021-03-01 15:26:44-06:00,1366500172407144454,1,590211920,"BINGO!!

On today's broadcast I reported Pfizer is now going to ""test"" vaccine on kids down to the age of 5

It will be a requirement for school just like some jurisdictions did in 2019 for MMR vax

Remember when they asked Trump about that mandate?
""They gotta get the shots"" https://t.co/LMIQAay6G6","twitter.com,","David Knight Show LIVE 9am EST, M-F",libertytarian,False,TX,133271,233,27052,39,2,4,20,#,#,#,#,#,#,#,#,quoted,1366289776609878021
545420,2021-03-01 16:27:11-05:00,1366500285582049285,1,347631263,the relief I just felt after managing to schedule my grandma for a vaccine appointment is unreal,#,irene anna,enerianna,True,"Manhattan, NY",25482,2789,85934,39,0,4,0,#,#,#,#,#,#,#,#,#,#
547416,2021-03-01 16:31:03-05:00,1366501259528835077,1,18922472,"U of T Mississauga has joined forces with @THP_Hospital, overseen by @regionofpeel Public Health, to protect the region’s most vulnerable citizens. 
Do you have questions about the appointment-only COVID-19 Vaccination Clinic at #UTM? Click here: https://t.co/LCiHRsLft8 https://t.co/GXJJEguphq","bit.ly,twitter.com,",U of T Mississauga,UTM,True,"Mississauga, Ontario, Canada",22472,986,27823,39,4,0,13,#,#,#,557183350,THP_hospital,#,#,#,#,#
548512,2021-03-01 16:33:19-05:00,1366501831866806275,1,14085099,GREAT NEWS! Workers clapped and cheered as some of the first boxes of Johnson &amp; Johnson's COVID-19 vaccine were shipped from a Kentucky distribution center on Monday. Some were sent out with messages and signatures from the people who packed them. https://t.co/HNXPOKeof9,"twitter.com,",KDKA,KDKA,True,"Pittsburgh, PA",220585,320,239216,39,0,2,6,#,#,#,#,#,#,#,#,#,#
556405,2021-03-01 16:50:02-05:00,1366506037457674242,1,17897698,"Are you First Nations, Inuit or Métis, 55 &amp; older? Call 613-691-5505 to book an appointment for your COVID-19 vaccine at the St. Laurent Complex Community Clinic. Phone lines open:
Mon - Fri: 7:30 am – 6 pm
Sat - Sun: 8:30 am – 4 pm
Proof of Indigenous identity required. https://t.co/hKgck7PAim","twitter.com,",City of Ottawa,ottawacity,True,"Ottawa, Ontario, Canada",252588,34,40380,39,3,4,35,#,#,#,#,#,#,#,#,#,#
567448,2021-03-01 22:13:35+00:00,1366511964537712644,1,2954167529,You were saying.... @EmmanuelMacron 🤦‍♂️ https://t.co/9cEEZJw1F9 https://t.co/i1EB3KcKsI,"twitter.com,twitter.com,",Lee Harris,addicted2newz,False,Bristol/London,44551,7396,61859,39,0,3,3,#,#,#,1976143068,EmmanuelMacron,#,#,#,quoted,1366503154020470793
573815,2021-03-01 17:27:07-05:00,1366515369096134668,1,329972029,"There are something like 5,500 uniform staff in the TPS, so this is about half the force. 

It's by no means unreasonable that first-responders be highish priority (but that is a lot when very few independent seniors have yet had doses.)

https://t.co/HOwBIkZmmd","www.thestar.com,",Ed Tubb,EdTubb,True,Toronto,28750,1387,25664,39,2,12,12,#,#,#,#,#,#,#,#,#,#
5672,#,1366177681751080963,1,386513,"TBC we can do both, and a lot more besides, but let’s do mRNA stuff",#,"Prof. Paul Musgrave, Ph.D.",profmusgrave,True,Former theocracy of Mass.,54259,4085,73044,38,0,2,0,#,#,#,#,#,386513,1366177254930276353,profmusgrave,replied_to,1366177254930276353
5685,2021-02-28 17:05:18-07:00,1366177689049079816,1,1008014587,It’s also bizarre to me that shingles is trending. I’ve spoken about this over the last 18 months. If you’re over 50 please get the vaccine. Yes it’s expensive. But worth every dollar IMO. https://t.co/J0K3W0BvFL,"twitter.com,",QuirkyGirl,QuirkyGirl69,False,Canada,12633,10961,48697,38,0,17,4,#,#,#,#,#,#,#,#,quoted,1366055798716174336
8787,2021-02-28 16:15:54-08:00,1366180357222129665,1,26565091,"Montgomery County Health Officer Dr. Travis Gayles to @60Minutes on vaccine supply not meeting demand: “We have over 72,000 individuals who are over the age of 75 in Montgomery County. We get, as a local health department, 4,500 doses.”
#Maryland https://t.co/MAutt264FX","twitter.com,",Julie Parker,JulieParkerComm,False,"🌴 Wilmington, NC or ✈️",10961,6364,18348,38,1,7,13,#,#,#,18812572,60Minutes,#,#,#,#,#
8969,2021-02-28 16:16:33-08:00,1366180522574024705,1,14617758,LA County friends in the food service industry are now eligible to make their vaccine appointment if you haven’t already! #COVIDVaccine,#,"Jami ""ProChoice 4Ever""",digitaljami,False,"Silverlake, Los Angeles, CA",2598,1828,68171,38,1,1,13,#,#,#,#,#,#,#,#,#,#
20014,2021-02-28 18:54:45-06:00,1366190135449067521,1,21251152,Once I get that vax I’m going straight to Benihana ya boy loves hibachi,#,Maybe: Mark on the Radio,themark23,True,"Dallas, America",5838,1827,34818,38,0,1,0,#,#,#,#,#,#,#,#,#,#
28382,2021-02-28 19:28:44-06:00,1366198687240626177,1,807865098,Thank you to the whole team at @SaskHealth for putting Saskatchewan at the head of the pack in % of delivered vaccine doses actually administered @drsusanshaw @WaskoDr @carolynstrom @CBCSask @ctvsaskatoon @GlobalSaskatoon @starphoenix https://t.co/o59GLfBJtC,"twitter.com,",Dennis Kendel,DennisKendel,False,Saskatoon,10437,4675,151569,38,0,0,4,#,#,#,134198093,SaskHealth,#,#,#,quoted,1366182035061055489
32621,2021-02-28 17:41:57-08:00,1366202015223844864,1,877711492765937668,COVID19 vaccine is killing people. I’m very much aware now. Please be warned,#,Jessica Weaver 🍰,jessicaweaver_3,False,"Los Angeles, CA",20179,959,3465,38,0,8,1,#,#,#,#,#,#,#,#,#,#
33279,2021-03-01 07:13:19+05:30,1366202357948682244,1,36327407,"PM @narendramodi takes first dose of #Covid19 vaccine as second phase of immunisation drive begins

https://t.co/3moyqYoIAp","www.hindustantimes.com,",Hindustan Times,htTweets,True,India,8610694,155,1125518,38,2,1,1,#,#,#,18839785,narendramodi,#,#,#,#,#
43166,2021-03-01 07:34:44+05:30,1366207745494376452,1,68927629,"PM @narendramodi leads the way, takes the first #COVID19 vaccine shot as mass rollout begins. 

#NarendraModi #COVIDVaccine #COVIDVaccineRace 

https://t.co/ofraO5FjO0","www.moneycontrol.com,",Moneycontrol,moneycontrolcom,True,Mumbai,1328732,347,375494,38,1,3,8,#,#,#,18839785,narendramodi,#,#,#,#,#
44357,#,1366208403505299459,1,22662954,@CDCDirector Stop this insane zero Covid nonsense. Treat this at the appropriate level of risk. Return to the old normal now. People who want a vax get it. Protect the vulnerable. You are responsible for all public health - which a complex matrix &amp; this is just one variable. Cut the politics.,#,Two-faced Tiki,rTIKId,False,Finally going to Europe!,274,1277,15794,38,0,0,1,#,#,#,426909329,CDCDirector,426909329,1366162767342936068,CDCDirector,replied_to,1366162767342936068
52709,2021-03-01 07:56:19+05:30,1366213179873763330,1,94761188,"Prime Minister Narendra Modi took his first #COVID19 jab at AIIMS and appealed to all those who are eligible to take the vaccine. 
#COVID19Vaccine 
https://t.co/9nC891raOe","www.newindianexpress.com,",The New Indian Express,NewIndianXpress,True,Chennai,480969,511,687571,38,2,2,14,#,#,#,#,#,#,#,#,#,#
65175,2021-02-28 21:53:41-05:00,1366220066942038017,1,1254439066386477056,"🔥Top Day Trade Picks for Mon

All closed with Daily Inside Bars:

$AAPL
$AMD
$TWTR
$FB
$MU
$UAL
$DAL
$MRNA
$NVDA
$PYPL
$MRVL
$HD
$ROKU
$NFLX

Keep an eye 👀 on these for day trades tomorrow

Please help me out with a ❤️+ RT and I will continue to post these for FREE every day! https://t.co/QLilaBQmoC","twitter.com,twitter.com,",Trading Warz,TradingWarz,False,"Miami Beach, FL",88784,30,19752,38,1,0,10,#,#,#,#,#,#,#,#,#,#
67121,2021-03-01 10:57:33+08:00,1366221039932297218,1,186347409,"LOOK: Director General of the Philippine Food and Drug Administration, Dr. Eric Domingo, also receives his first dose of Sinovac’s CORONAVAC during the symbolic vaccination at the Philippine General Hospital.

#RESBAKUNA
#BIDABakunation
#BIDASolusyon+
#ExplainExplainExplain https://t.co/zZvjIv2snV","twitter.com,twitter.com,",Department of Health,DOHgovph,True,"Manila, Philippines",746424,60,12546,38,1,0,17,#,#,#,#,#,#,#,#,#,#
69658,2021-02-28 22:03:13-05:00,1366222463269556227,1,704390190224244736,"PM @narendramodi took his first dose of the Covid19 vaccine at the @aiims_newdelhi this morning. 
Thank you for inspiring us, Sir. https://t.co/0j6oYLgsED","twitter.com,",India in Canada,HCI_Ottawa,True,"Ottawa, Ontario",74250,222,10794,38,0,2,3,#,#,#,18839785,narendramodi,#,#,#,quoted,1366200664402006016
77015,2021-02-28 21:19:54-06:00,1366226662950653954,1,2769962191,Thank you to all who donated their time and the shot recipients for an amazing vaccination clinic. Reno County teachers and staff as well as HCC are one step closer to returning to normalcy. Special thanks to the Reno County Health Department...the Chic-Fil-A of COVID Clinics. https://t.co/g9tf0Ic3VY,"twitter.com,",The Medicine Shoppe,MedicineShoppeK,False,"Hutchinson, KS",452,1044,1908,38,0,0,1,#,#,#,#,#,#,#,#,#,#
81812,2021-02-28 22:30:35-05:00,1366229353072386052,1,3062612027,"@OJPAC @FlyFrontier Businesses are going to ruin their brand by playing the mask game.

Intelligent people can discern the U.S. is at or approaching herd immunity.

How many have had the virus?

How many had it, but did not report?

How many doses of the vaccine have been administered?",#,Danny Noonan,NUG_BEAR,False,Bushwood Country Club,224,356,3580,38,0,2,5,#,#,#,1144292838,OJPAC,1144292838,1366205585641910273,OJPAC,replied_to,1366205585641910273
85926,#,1366231746845417473,1,1262456293157003272,"My dad got his second dose of the Moderna vaccine yesterday. Says he has no side effects.
😷💬💉= 🚫🦠‼️ https://t.co/rDlncoTMJ2","twitter.com,",FakeJoeBiden,fake_biden,False,The Faux White House,49500,46743,95657,38,1,4,3,#,#,#,#,#,#,#,#,#,#
87735,2021-03-01 09:14:24+05:30,1366232827092561922,1,1258454329154875393,"@ndtv Meticulously chosen nurses to vaccinate from the poll bound states. 
I'm not questioning, it might be coincidence 😂",#,Nikhil Jadhav,Mostly_Sane24,False,"Pune, India",651,375,19600,38,0,2,1,#,#,#,37034483,ndtv,37034483,1366229897174114306,ndtv,replied_to,1366229897174114306
92343,#,1366235479524347910,1,1890179916,staying up til 12 to sign up for the vaccine is the 2021 version of concert tickets,#,neil young,isoldmoodyvegan,False,eating the mfing rich,453,1083,5986,38,0,1,0,#,#,#,#,#,#,#,#,#,#
94851,2021-03-01 12:00:00+08:00,1366236756505473024,1,1164940374374330368,"An adenovirus vector vaccine against #COVID19 by #CanSino Biologics is projected to provide protection for two years if a booster shot is administered, said Chen Wei, a key scientist in the vaccine's development https://t.co/z6w0erK2Ym https://t.co/Dra9wkhgS2","bit.ly,twitter.com,",China Science,ChinaScience,True,"Beijing, China",2099565,10,7043,38,1,1,6,#,#,#,#,#,#,#,#,#,#
115222,2021-02-28 23:46:53-05:00,1366248553119690752,1,1769551,This is how the Johnson &amp; Johnson coronavirus vaccine works https://t.co/MoD5yGmhzu,"nyti.ms,",NYT Health,NYTHealth,True,"New York, NY",1190713,124,86748,38,3,0,22,#,#,#,#,#,#,#,#,#,#
117196,2021-03-01 10:21:50+05:30,1366249800811704330,1,1180384235858923520,"@_pallavighosh @narendramodi 😳NO MASK 
Left &amp; Right sisters for election campaign, good going w/advertisement.
REALLY TAKEN A VACCINE ??",#,Sunitajadhav,sunmor2901,False,"Mumbai, India🇮🇳",10630,10380,135163,38,1,5,13,#,#,#,42043572,_pallavighosh,42043572,1366230756423426051,_pallavighosh,replied_to,1366230756423426051
121291,2021-02-28 23:02:37-06:00,1366252513163431941,1,201558142,"mom 2020: you should make another undertale video about the vaccine

me 2020: pff nah that'd be milking it. people dont need to be told to get the vaccine, it's literally the only way to slow down the spread, people cant be that dumb-

me 2021:

me 2021: oh",#,CasualRice,Casual_Rice,False,Mexico,2588,185,9359,38,0,3,5,#,#,#,#,#,#,#,#,#,#
121809,2021-03-01 10:34:04+05:30,1366252879305011200,1,774288728235839488,"PM Shri @narendramodi ji waited for his turn to take the Covid vaccine and when his turn came, he went to #AIIMS to get the shot. He lives by his word of being India’s Pradhan Sevak. This will instil confidence in others to take the vaccine.@BJP4India @BJP4Rajasthan @JPNadda https://t.co/UwWoYtsaUK","twitter.com,",Dr. Vikas Choudhary,DrVikasBJP,False,"Kishangarh, India",8080,833,5228,38,1,1,7,#,#,#,18839785,narendramodi,#,#,#,#,#
131533,2021-02-28 21:30:44-08:00,1366259588450766851,1,19881682,"LOL. Three hours well spent today trying to get a vaccine appt for this week. No luck. Broken system, bad interface on every site. It shouldn't be like this.",#,deb morrison,debkmorrison,False,"Eugene, OR",7109,6249,37398,38,0,3,0,#,#,#,#,#,#,#,#,#,#
147691,2021-03-01 11:47:30+05:30,1366271357273608194,1,1146349195256668162,"Hon'ble @CMO_Odisha  Naveen Patnaik Sir took his first dose of COVID19 #Vaccine today .
 #CovidFreeOdisha https://t.co/zN7tPHSYrp","twitter.com,",Ranjan Kumar Biswal,BiswalOfficial,False,Cuttack,861,142,1304,38,0,0,3,#,#,#,4723068481,CMO_Odisha,#,#,#,#,#
157732,2021-03-01 12:13:11+05:30,1366277822168268801,1,922718458994860032,"3 messages in one act:

1. PM didn’t jump queue. Took his vaccine only when all senior citizens were eligible.

2. He could have taken it at his residence; but like all, went to government facility to take his shot.

3. Boosted confidence of all in our vaccine.

#Covaxin 👏🙏 https://t.co/YQbUe1LApv","twitter.com,",Niladri Biswas,imNBiswas,False,Hindistan,249,1291,16778,38,2,0,11,#,#,#,#,#,#,#,#,quoted,1366200664402006016
167629,2021-03-01 07:10:06+00:00,1366284595805708288,1,612473,Chancellor Rishi Sunak to provide extra £1.6bn for UK's Covid vaccination rollout https://t.co/ILDowqePBw,"bbc.in,",BBC News (UK),BBCNews,True,London,14494884,93,501747,38,1,11,14,#,#,#,#,#,#,#,#,#,#
169202,2021-03-01 15:14:38+08:00,1366285735246979076,1,156602097,@ABSCBNNews @InaReformina Dizziness is considered as a normal vaccine side effect. We shouldn't panic (yet),#,fujoshifangirl🐸🐰,TINkingofWoo,False,Republic of the Philippines,556,1413,102009,38,0,0,0,#,#,#,15872418,ABSCBNNews,15872418,1366280484523712513,ABSCBNNews,replied_to,1366280484523712513
183868,2021-03-01 07:55:37+00:00,1366296051695681536,1,405605548,"1/2 That might be so @9thfloor, but for it to work, you would have to show how having the vaccine 'betrays' anyone 'for whom I speak'. I have, as it happens, said barely a word about the vaccine. I have urged nobody else to have it. So what exactly is the 'betrayal' you allege? https://t.co/9WpTRrK8gV","twitter.com,",Peter Hitchens,ClarkeMicah,True,England,185461,0,177768,38,0,4,4,#,#,#,25816095,9thfloor,#,#,#,#,#
191623,2021-03-01 08:17:26+00:00,1366301538206027777,1,16777774,The EU has prioritised saving money over secure supply of the vaccine. The result is that vaccinations are proceeding at snail pace with disastrous health and economic consequences. https://t.co/0xHUDcviLq,"www.eurointelligence.com,",Paolo Gerbaudo,paologerbaudo,False,Florence / London,14714,3129,18863,38,2,3,19,#,#,#,#,#,#,#,#,#,#
193491,2021-03-01 08:22:49+00:00,1366302893972848640,1,214120999,The concerns of our Chairman Ken Marsh over operational policing and officers not receiving the Covid-19 vaccine highlighted on @GMB this morning. As @piersmorgan states: “The police have to risk their own lives potentially to enforce the law. I have great sympathy for them.” https://t.co/wDKy2BjEeW,"twitter.com,",Metropolitan Police Federation,MPFed,False,"London, UK",27140,1735,27216,38,1,2,10,#,#,#,19424427,GMB,#,#,#,#,#
196302,2021-03-01 14:00:47+05:30,1366304900003426309,1,134758540,"I've been saying from beginning that both our vaccines are safe &amp; perfect as far as immunogenicity is concerned. We're thankful to PM, he has always told us that you've to lead by example. He took the jab 1st of all, when vaccination of people above 60 yrs has begun: Health Min https://t.co/00NmIlbnAg","twitter.com,",The Times Of India,timesofindia,True,New Delhi,14544640,459,807620,38,2,4,2,#,#,#,#,#,#,#,#,#,#
197718,#,1366305959862239232,1,1053359667995463682,"Only 21 cases of anaphylactic reactions have been reported following administration of the #PfizerBioNTech #COVID19 #vaccine in nearly 2 million people, in the US. Of the 21, 81% had a documented history of allergies 
https://t.co/3IgUSz6wnR via @JAMA_current part of @JAMANetwork","ja.ma,",Cristina Dragani,CristinaDragani,False, ,7602,6809,21452,38,2,2,22,#,#,#,38489678,JAMA_current,#,#,#,#,#
201029,2021-03-01 14:14:29+05:30,1366308346127552513,1,19897138,"#Bihar CM #NitishKumar receives first jab of covid vaccine at Indira Gandhi Institute, Patna | #CoronavirusVaccine #ITCard (Pic credit: Deepak Kumar) https://t.co/5Y1AYklIiE","twitter.com,",IndiaToday,IndiaToday,True,India,6155133,226,1070882,38,0,1,6,#,#,#,#,#,#,#,#,#,#
